dataset,split,doc_id,document_type,schema_name,source_file,text,char_count,word_count,sentence_count,entity_count,relation_count,annotation_file_count,label_types,text_sha256,eligible,length_bucket,notes
SciERC,train,H90-1060,abstract,scierc_entity_relation,processed_data/json/train.json,"This paper reports on two contributions to large vocabulary continuous speech recognition . First , we present a new paradigm for speaker-independent -LRB- SI -RRB- training of hidden Markov models -LRB- HMM -RRB- , which uses a large amount of speech from a few speakers instead of the traditional practice of using a little speech from many speakers . In addition , combination of the training speakers is done by averaging the statistics of independently trained models rather than the usual pooling of all the speech data from many speakers prior to training . With only 12 training speakers for SI recognition , we achieved a 7.5 % word error rate on a standard grammar and test set from the DARPA Resource Management corpus . This performance is comparable to our best condition for this test suite , using 109 training speakers . Second , we show a significant improvement for speaker adaptation -LRB- SA -RRB- using the new SI corpus and a small amount of speech from the new -LRB- target -RRB- speaker . A probabilistic spectral mapping is estimated independently for each training -LRB- reference -RRB- speaker and the target speaker . Each reference model is transformed to the space of the target speaker and combined by averaging . Using only 40 utterances from the target speaker for adaptation , the error rate dropped to 4.1 % -- a 45 % reduction in error compared to the SI result .",1399,242,9,15,6,1,NER:Material|NER:Method|NER:Metric|NER:OtherScientificTerm|NER:Task|REL:COMPARE|REL:EVALUATE-FOR|REL:USED-FOR,3e9fbe4b165b9867deb33643cdf74e11269745958f16a165d695b99ba042e84c,1,long,
SciERC,train,W04-2204,abstract,scierc_entity_relation,processed_data/json/train.json,"In this paper , we show how to construct a transfer dictionary automatically . Dictionary construction , one of the most difficult tasks in developing a machine translation system , is expensive . To avoid this problem , we investigate how we build a dictionary using existing linguistic resources . Our algorithm can be applied to any language pairs , but for the present we focus on building a Korean-to-Japanese dictionary using English as a pivot . We attempt three ways of automatic construction to corroborate the effect of the directionality of dictionaries . First , we introduce `` one-time look up '' method using a Korean-to-English and a Japanese-to-English dictionary . Second , we show a method using `` overlapping constraint '' with a Korean-to-English dictionary and an English-to-Japanese dictionary . Third , we consider another alternative method rarely used for building a dictionary : an English-to-Korean dictionary and English-to-Japanese dictionary . We found that the first method is the most effective and the best result can be obtained from combining the three methods .",1099,176,9,21,13,1,NER:Generic|NER:Material|NER:Method|NER:OtherScientificTerm|NER:Task|REL:CONJUNCTION|REL:EVALUATE-FOR|REL:HYPONYM-OF|REL:PART-OF|REL:USED-FOR,8ae2fe99c912c0050f0f53246583dcaf93b0ed73294b791dbeee826f2452435b,1,long,
SciERC,train,P03-2036,abstract,scierc_entity_relation,processed_data/json/train.json,An empirical comparison of CFG filtering techniques for LTAG and HPSG is presented . We demonstrate that an approximation of HPSG produces a more effective CFG filter than that of LTAG . We also investigate the reason for that difference .,239,41,3,8,6,1,NER:Generic|NER:Method|REL:COMPARE|REL:USED-FOR,22d768515e0aa29660a2b1b58c7cbcc909c6c59e0070ed4ce407cc96360bffb5,1,short,
SciERC,train,P05-1067,abstract,scierc_entity_relation,processed_data/json/train.json,"Syntax-based statistical machine translation -LRB- MT -RRB- aims at applying statistical models to structured data . In this paper , we present a syntax-based statistical machine translation system based on a probabilistic synchronous dependency insertion grammar . Synchronous dependency insertion grammars are a version of synchronous grammars defined on dependency trees . We first introduce our approach to inducing such a grammar from parallel corpora . Second , we describe the graphical model for the machine translation task , which can also be viewed as a stochastic tree-to-tree transducer . We introduce a polynomial time decoding algorithm for the model . We evaluate the outputs of our MT system using the NIST and Bleu automatic MT evaluation software . The result shows that our system outperforms the baseline system based on the IBM models in both translation speed and quality .",896,141,8,22,15,1,NER:Generic|NER:Material|NER:Method|NER:Metric|NER:OtherScientificTerm|NER:Task|REL:COMPARE|REL:EVALUATE-FOR|REL:FEATURE-OF|REL:HYPONYM-OF|REL:USED-FOR,02de02bc5f3190febd4e3948548cbd3b4970c169df620e475ae1d79b9b4189bc,1,medium,
SciERC,train,W06-1605,abstract,scierc_entity_relation,processed_data/json/train.json,"We propose a framework to derive the distance between concepts from distributional measures of word co-occurrences . We use the categories in a published thesaurus as coarse-grained concepts , allowing all possible distance values to be stored in a concept-concept matrix roughly .01 % the size of that created by existing measures . We show that the newly proposed concept-distance measures outperform traditional distributional word-distance measures in the tasks of -LRB- 1 -RRB- ranking word pairs in order of semantic distance , and -LRB- 2 -RRB- correcting real-word spelling errors . In the latter task , of all the WordNet-based measures , only that proposed by Jiang and Conrath outperforms the best distributional concept-distance measures .",751,116,4,13,10,1,NER:Generic|NER:Method|NER:OtherScientificTerm|NER:Task|REL:COMPARE|REL:CONJUNCTION|REL:EVALUATE-FOR|REL:HYPONYM-OF|REL:USED-FOR,e8c0c3cd8261442ed939efd3e4d390dbdd821d9db2dd095f461dc46cb107b9f3,1,medium,
SciERC,train,A97-1021,abstract,scierc_entity_relation,processed_data/json/train.json,"We focus on the problem of building large repositories of lexical conceptual structure -LRB- LCS -RRB- representations for verbs in multiple languages . One of the main results of this work is the definition of a relation between broad semantic classes and LCS meaning components . Our acquisition program - LEXICALL - takes , as input , the result of previous work on verb classification and thematic grid tagging , and outputs LCS representations for different languages . These representations have been ported into English , Arabic and Spanish lexicons , each containing approximately 9000 verbs . We are currently using these lexicons in an operational foreign language tutoring and machine translation .",709,113,5,12,9,1,NER:Generic|NER:Method|NER:OtherScientificTerm|NER:Task|REL:CONJUNCTION|REL:USED-FOR,82fc8de0f8af1e2fde0bacf93869f6ef4302f9654a5344b427c54b3b76dde044,1,medium,
SciERC,train,P01-1007,abstract,scierc_entity_relation,processed_data/json/train.json,"The theoretical study of the range concatenation grammar -LSB- RCG -RSB- formalism has revealed many attractive properties which may be used in NLP . In particular , range concatenation languages -LSB- RCL -RSB- can be parsed in polynomial time and many classical grammatical formalisms can be translated into equivalent RCGs without increasing their worst-case parsing time complexity . For example , after translation into an equivalent RCG , any tree adjoining grammar can be parsed in O -LRB- n6 -RRB- time . In this paper , we study a parsing technique whose purpose is to improve the practical efficiency of RCL parsers . The non-deterministic parsing choices of the main parser for a language L are directed by a guide which uses the shared derivation forest output by a prior RCL parser for a suitable superset of L . The results of a practical evaluation of this method on a wide coverage English grammar are given .",925,157,6,19,8,1,NER:Generic|NER:Method|NER:Metric|NER:OtherScientificTerm|NER:Task|REL:EVALUATE-FOR|REL:FEATURE-OF|REL:USED-FOR,22a6458ac76657c2cb42e6f15a971dc563bb7f4b4aef2df9497645e5d9c04058,1,medium,
SciERC,train,ICML_1995_30_abs,abstract,scierc_entity_relation,processed_data/json/train.json,"In this paper we introduce Ant-Q , a family of algorithms which present many similarities with Q-learning -LRB- Watkins , 1989 -RRB- , and which we apply to the solution of symmetric and asym-metric instances of the traveling salesman problem -LRB- TSP -RRB- . Ant-Q algorithms were inspired by work on the ant system -LRB- AS -RRB- , a distributed algorithm for combinatorial optimization based on the metaphor of ant colonies which was recently proposed in -LRB- Dorigo , 1992 ; Dorigo , Maniezzo and Colorni , 1996 -RRB- . We show that AS is a particular instance of the Ant-Q family , and that there are instances of this family which perform better than AS . We experimentally investigate the functioning of Ant-Q and we show that the results obtained by Ant-Q on symmetric TSP 's are competitive with those obtained by other heuristic approaches based on neural networks or local search . Finally , we apply Ant-Q to some difficult asymmetric TSP 's obtaining very good results : Ant-Q was able to find solutions of a quality which usually can be found only by very specialized algorithms .",1096,190,5,21,13,1,NER:Generic|NER:Method|NER:OtherScientificTerm|NER:Task|REL:COMPARE|REL:CONJUNCTION|REL:HYPONYM-OF|REL:PART-OF|REL:USED-FOR,10f948491b1b9a3ec7c3cbd2992bc2fde47516ee3842f92307f8a643e92c696f,1,long,
SciERC,train,CVPR_2008_259_abs,abstract,scierc_entity_relation,processed_data/json/train.json,"In this paper , we develop a geometric framework for linear or nonlinear discriminant subspace learning and classification . In our framework , the structures of classes are conceptualized as a semi-Riemannian manifold which is considered as a submanifold embedded in an ambient semi-Riemannian space . The class structures of original samples can be characterized and deformed by local metrics of the semi-Riemannian space . Semi-Riemannian metrics are uniquely determined by the smoothing of discrete functions and the nullity of the semi-Riemannian space . Based on the geometrization of class structures , optimizing class structures in the feature space is equivalent to maximizing the quadratic quantities of metric tensors in the semi-Riemannian space . Thus supervised discriminant subspace learning reduces to unsupervised semi-Riemannian mani-fold learning . Based on the proposed framework , a novel algorithm , dubbed as Semi-Riemannian Discriminant Analysis -LRB- SRDA -RRB- , is presented for subspace-based classification . The performance of SRDA is tested on face recognition -LRB- singular case -RRB- and handwritten capital letter classification -LRB- nonsingular case -RRB- against existing algorithms . The experimental results show that SRDA works well on recognition and classification , implying that semi-Riemannian geometry is a promising new tool for pattern recognition and machine learning .",1420,206,9,33,23,1,NER:Generic|NER:Method|NER:Metric|NER:OtherScientificTerm|NER:Task|REL:COMPARE|REL:CONJUNCTION|REL:EVALUATE-FOR|REL:FEATURE-OF|REL:PART-OF|REL:USED-FOR,46406563a3acb78cf9f99608559739c85861e1ce603e49162c3316e954ed9815,1,long,
SciERC,train,C90-1002,abstract,scierc_entity_relation,processed_data/json/train.json,"A deterministic parser is under development which represents a departure from traditional deterministic parsers in that it combines both symbolic and connectionist components . The connectionist component is trained either from patterns derived from the rules of a deterministic grammar . The development and evolution of such a hybrid architecture has lead to a parser which is superior to any known deterministic parser . Experiments are described and powerful training techniques are demonstrated that permit decision-making by the connectionist component in the parsing process . This approach has permitted some simplifications to the rules of other deterministic parsers , including the elimination of rule packets and priorities . Furthermore , parsing is performed more robustly and with more tolerance for error . Data are presented which show how a connectionist -LRB- neural -RRB- network trained with linguistic rules can parse both expected -LRB- grammatical -RRB- sentences as well as some novel -LRB- ungrammatical or lexically ambiguous -RRB- sentences .",1070,159,7,22,13,1,NER:Generic|NER:Material|NER:Method|NER:OtherScientificTerm|NER:Task|REL:COMPARE|REL:CONJUNCTION|REL:PART-OF|REL:USED-FOR,6efc4d9c9c0603e7f5313b471397ca6f0a5970eb6fdc5398de76b945d26ff089,1,long,
SciERC,train,P81-1032,abstract,scierc_entity_relation,processed_data/json/train.json,"Robust natural language interpretation requires strong semantic domain models , fail-soft recovery heuristics , and very flexible control structures . Although single-strategy parsers have met with a measure of success , a multi-strategy approach is shown to provide a much higher degree of flexibility , redundancy , and ability to bring task-specific domain knowledge -LRB- in addition to general linguistic knowledge -RRB- to bear on both grammatical and ungrammatical input . A parsing algorithm is presented that integrates several different parsing strategies , with case-frame instantiation dominating . Each of these parsing strategies exploits different types of knowledge ; and their combination provides a strong framework in which to process conjunctions , fragmentary input , and ungrammatical structures , as well as less exotic , grammatically correct input . Several specific heuristics for handling ungrammatical input are presented within this multi-strategy framework .",988,143,5,20,18,1,NER:Method|NER:OtherScientificTerm|NER:Task|REL:COMPARE|REL:CONJUNCTION|REL:HYPONYM-OF|REL:PART-OF|REL:USED-FOR,2e4c51960badf9f0a713fd72dec630d4b402685ba813f5326c7ca3fb01eb9087,1,long,
SciERC,train,INTERSPEECH_2015_16_abs,abstract,scierc_entity_relation,processed_data/json/train.json,"Recently , Stacked Auto-Encoders -LRB- SAE -RRB- have been successfully used for learning imbalanced datasets . In this paper , for the first time , we propose to use a Neural Network classifier furnished by an SAE structure for detecting the errors made by a strong Automatic Speech Recognition -LRB- ASR -RRB- system . Error detection on an automatic transcription provided by a '' strong '' ASR system , i.e. exhibiting a small word error rate , is difficult due to the limited number of '' positive '' examples -LRB- i.e. words erroneously recognized -RRB- available for training a binary classi-fier . In this paper we investigate and compare different types of classifiers for automatically detecting ASR errors , including the one based on a stacked auto-encoder architecture . We show the effectiveness of the latter by measuring and comparing performance on the automatic transcriptions of an English corpus collected from TED talks . Performance of each investigated classifier is evaluated both via receiving operating curve and via a measure , called mean absolute error , related to the quality in predicting the corresponding word error rate . The results demonstrates that the classifier based on SAE detects the ASR errors better than the other classification methods .",1285,208,7,26,16,1,NER:Generic|NER:Material|NER:Method|NER:Metric|NER:OtherScientificTerm|NER:Task|REL:COMPARE|REL:CONJUNCTION|REL:EVALUATE-FOR|REL:FEATURE-OF|REL:HYPONYM-OF|REL:USED-FOR,dc96e05c97a8eae3f5b5948ef626fe7dcd8eeaa20c268176d945697a79266078,1,long,
SciERC,train,INTERSPEECH_2006_31_abs,abstract,scierc_entity_relation,processed_data/json/train.json,"Within the EU Network of Excellence PASCAL , a challenge was organized to design a statistical machine learning algorithm that segments words into the smallest meaning-bearing units of language , morphemes . Ideally , these are basic vocabulary units suitable for different tasks , such as speech and text understanding , machine translation , information retrieval , and statistical language modeling . Twelve research groups participated in the challenge and had submitted segmentation results obtained by their algorithms . In this paper , we evaluate the application of these segmen-tation algorithms to large vocabulary speech recognition using statistical n-gram language models based on the proposed word segments instead of entire words . Experiments were done for two ag-glutinative and morphologically rich languages : Finnish and Turk-ish . We also investigate combining various segmentations to improve the performance of the recognizer .",950,141,6,15,15,1,NER:Generic|NER:Material|NER:Method|NER:OtherScientificTerm|NER:Task|REL:CONJUNCTION|REL:EVALUATE-FOR|REL:HYPONYM-OF|REL:USED-FOR,3ae3308d44c4eadaf3bd7b21f961521c2f69d655e5131cee8cd1a325e88dc0d3,1,long,
SciERC,train,H92-1003,abstract,scierc_entity_relation,processed_data/json/train.json,"This paper describes a recently collected spoken language corpus for the ATIS -LRB- Air Travel Information System -RRB- domain . This data collection effort has been co-ordinated by MADCOW -LRB- Multi-site ATIS Data COllection Working group -RRB- . We summarize the motivation for this effort , the goals , the implementation of a multi-site data collection paradigm , and the accomplishments of MADCOW in monitoring the collection and distribution of 12,000 utterances of spontaneous speech from five sites for use in a multi-site common evaluation of speech , natural language and spoken language .",600,94,3,7,2,1,NER:Generic|NER:Material|NER:Method|NER:Task|REL:EVALUATE-FOR|REL:USED-FOR,737b3ce2000ed3aacc0575bb3711cf7bd8da8bd7399e680fc6080427e1b2f683,1,short,
SciERC,train,P03-1005,abstract,scierc_entity_relation,processed_data/json/train.json,"This paper proposes the Hierarchical Directed Acyclic Graph -LRB- HDAG -RRB- Kernel for structured natural language data . The HDAG Kernel directly accepts several levels of both chunks and their relations , and then efficiently computes the weighed sum of the number of common attribute sequences of the HDAGs . We applied the proposed method to question classification and sentence alignment tasks to evaluate its performance as a similarity measure and a kernel function . The results of the experiments demonstrate that the HDAG Kernel is superior to other kernel functions and baseline methods .",600,95,4,11,8,1,NER:Generic|NER:Material|NER:Method|NER:Metric|NER:Task|REL:COMPARE|REL:CONJUNCTION|REL:EVALUATE-FOR|REL:USED-FOR,67c28317871119075e1699ed5856558d38f14e5a5212837b5beb01eb89af3fd5,1,short,
SciERC,train,W08-2122,abstract,scierc_entity_relation,processed_data/json/train.json,"We propose a solution to the challenge of the CoNLL 2008 shared task that uses a generative history-based latent variable model to predict the most likely derivation of a synchronous dependency parser for both syntactic and semantic dependencies . The submitted model yields 79.1 % macro-average F1 performance , for the joint task , 86.9 % syntactic dependencies LAS and 71.0 % semantic dependencies F1 . A larger model trained after the deadline achieves 80.5 % macro-average F1 , 87.6 % syntactic dependencies LAS , and 73.1 % semantic dependencies F1 .",556,92,3,13,13,1,NER:Generic|NER:Method|NER:Metric|NER:OtherScientificTerm|NER:Task|REL:CONJUNCTION|REL:EVALUATE-FOR|REL:USED-FOR,77f86c55913317d5e5ddf3504fe574479ed62023ffa4bf0daf605439d198ee12,1,short,
SciERC,train,W04-2703,abstract,scierc_entity_relation,processed_data/json/train.json,"This paper describes a new , large scale discourse-level annotation project - the Penn Discourse TreeBank -LRB- PDTB -RRB- . We present an approach to annotating a level of discourse structure that is based on identifying discourse connectives and their arguments . The PDTB is being built directly on top of the Penn TreeBank and Propbank , thus supporting the extraction of useful syntactic and semantic features and providing a richer substrate for the development and evaluation of practical algorithms . We provide a detailed preliminary analysis of inter-annotator agreement - both the level of agreement and the types of inter-annotator variation .",655,103,4,13,10,1,NER:Generic|NER:Material|NER:Method|NER:Metric|NER:OtherScientificTerm|NER:Task|REL:CONJUNCTION|REL:EVALUATE-FOR|REL:FEATURE-OF|REL:USED-FOR,92b7628b4d575edded4163e678df9ec0e8cd18ff52e871f9239585e83fa6fada,1,short,
SciERC,train,INTERSPEECH_2000_490_abs,abstract,scierc_entity_relation,processed_data/json/train.json,"Currently , N-gram models are the most common and widely used models for statistical language modeling . In this paper , we investigated an alternative way to build language models , i.e. , using artificial neural networks to learn the language model . Our experiment result shows that the neural network can learn a language model that has performance even better than standard statistical methods .",400,66,3,8,4,1,NER:Method|NER:Task|REL:COMPARE|REL:USED-FOR,66f3365996cf80b877b2ce5637f713a47effcdfff6d73c61672ed8d8fd6e6aae,1,short,
SciERC,train,CVPR_2012_10_abs,abstract,scierc_entity_relation,processed_data/json/train.json,"Automated facial expression recognition has received increased attention over the past two decades . Existing works in the field usually do not encode either the temporal evolution or the intensity of the observed facial displays . They also fail to jointly model multidimensional -LRB- multi-class -RRB- continuous facial behaviour data ; binary classifiers-one for each target basic-emotion class-are used instead . In this paper , intrinsic topology of multidimensional continuous facial affect data is first modeled by an ordinal man-ifold . This topology is then incorporated into the Hidden Conditional Ordinal Random Field -LRB- H-CORF -RRB- framework for dynamic ordinal regression by constraining H-CORF parameters to lie on the ordinal manifold . The resulting model attains simultaneous dynamic recognition and intensity estimation of facial expressions of multiple emotions . To the best of our knowledge , the proposed method is the first one to achieve this on both deliberate as well as spontaneous facial affect data .",1034,157,7,18,8,1,NER:Generic|NER:Material|NER:Method|NER:OtherScientificTerm|NER:Task|REL:CONJUNCTION|REL:EVALUATE-FOR|REL:PART-OF|REL:USED-FOR,f529627f9f53fb1d659ef051da921df969e39cde6f2569f698aa80b75f6b7368,1,long,
SciERC,train,IJCAI_2010_5_abs,abstract,scierc_entity_relation,processed_data/json/train.json,"Recent advances in linear classification have shown that for applications such as document classification , the training can be extremely efficient . However , most of the existing training methods are designed by assuming that data can be stored in the computer memory . These methods can not be easily applied to data larger than the memory capacity due to the random access to the disk . We propose and analyze a block minimization framework for data larger than the memory size . At each step a block of data is loaded from the disk and handled by certain learning methods . We investigate two implementations of the proposed framework for primal and dual SVMs , respectively . As data can not fit in memory , many design considerations are very different from those for traditional algorithms . Experiments using data sets 20 times larger than the memory demonstrate the effectiveness of the proposed method .",914,156,8,18,5,1,NER:Generic|NER:Method|NER:OtherScientificTerm|NER:Task|REL:COMPARE|REL:HYPONYM-OF|REL:USED-FOR,73000e1e76aa086412daf2600f050440c0fb2dce82dccf4db555a6413ccc01be,1,medium,
SciERC,train,P06-1012,abstract,scierc_entity_relation,processed_data/json/train.json,"Instances of a word drawn from different domains may have different sense priors -LRB- the proportions of the different senses of a word -RRB- . This in turn affects the accuracy of word sense disambiguation -LRB- WSD -RRB- systems trained and applied on different domains . This paper presents a method to estimate the sense priors of words drawn from a new domain , and highlights the importance of using well calibrated probabilities when performing these estimations . By using well calibrated probabilities , we are able to estimate the sense priors effectively to achieve significant improvements in WSD accuracy .",620,101,4,11,5,1,NER:Generic|NER:Material|NER:Method|NER:Metric|NER:OtherScientificTerm|REL:EVALUATE-FOR|REL:FEATURE-OF|REL:USED-FOR,56c728ff9c9b19329da4e1d93de0ccecc153c39fe158c840814f3f0e1fca4fd7,1,short,
SciERC,train,L08-1540,abstract,scierc_entity_relation,processed_data/json/train.json,"In this paper we deal with a recently developed large Czech MWE database containing at the moment 160 000 MWEs -LRB- treated as lexical units -RRB- . It was compiled from various resources such as encyclopedias and dictionaries , public databases of proper names and toponyms , collocations obtained from Czech WordNet , lists of botanical and zoological terms and others . We describe the structure of the database and give basic types of MWEs according to domains they belong to . We compare the built MWEs database with the corpus data from Czech National Corpus -LRB- approx . 100 mil . tokens -RRB- and present results of this comparison in the paper . These MWEs have not been obtained from the corpus since their frequencies in it are rather low . To obtain a more complete list of MWEs we propose and use a technique exploiting the Word Sketch Engine , which allows us to work with statistical parameters such as frequency of MWEs and their components as well as with the salience for the whole MWEs . We also discuss exploitation of the database for working out a more adequate tagging and lemmatization . The final goal is to be able to recognize MWEs in corpus text and lemmatize them as complete lexical units , i. e. to make tagging and lemmatization more adequate .",1279,227,10,30,16,1,NER:Generic|NER:Material|NER:OtherScientificTerm|NER:Task|REL:CONJUNCTION|REL:FEATURE-OF|REL:USED-FOR,180bbbdaa321784405ab6c570b75004da5c0a36fda0aaf50c327524a126b8798,1,long,
SciERC,train,P03-1068,abstract,scierc_entity_relation,processed_data/json/train.json,"We describe the ongoing construction of a large , semantically annotated corpus resource as reliable basis for the large-scale acquisition of word-semantic information , e.g. the construction of domain-independent lexica . The backbone of the annotation are semantic roles in the frame semantics paradigm . We report experiences and evaluate the annotated data from the first project stage . On this basis , we discuss the problems of vagueness and ambiguity in semantic annotation .",483,75,4,10,6,1,NER:Material|NER:Method|NER:OtherScientificTerm|NER:Task|REL:CONJUNCTION|REL:FEATURE-OF|REL:HYPONYM-OF|REL:PART-OF|REL:USED-FOR,1bf0150b0df0451d5744b453cedec817150db8d0e9be2a52a384b60e19b2e3d6,1,short,
SciERC,train,I05-2048,abstract,scierc_entity_relation,processed_data/json/train.json,"Statistical machine translation -LRB- SMT -RRB- is currently one of the hot spots in natural language processing . Over the last few years dramatic improvements have been made , and a number of comparative evaluations have shown , that SMT gives competitive results to rule-based translation systems , requiring significantly less development time . This is particularly important when building translation systems for new language pairs or new domains . This workshop is intended to give an introduction to statistical machine translation with a focus on practical considerations . Participants should be able , after attending this workshop , to set out building an SMT system themselves and achieving good baseline results in a short time . The tutorial will cover the basics of SMT : Theory will be put into practice . STTK , a statistical machine translation tool kit , will be introduced and used to build a working translation system . STTK has been developed by the presenter and co-workers over a number of years and is currently used as the basis of CMU 's SMT system . It has also successfully been coupled with rule-based and example based machine translation modules to build a multi engine machine translation system . The source code of the tool kit will be made available .",1289,216,10,19,11,1,NER:Generic|NER:Method|NER:OtherScientificTerm|NER:Task|REL:COMPARE|REL:CONJUNCTION|REL:HYPONYM-OF|REL:USED-FOR,f15229b4485d4abc5e3de8fc32ca01f541c67dcfe6559e53940f455c2256451f,1,long,
SciERC,train,P03-1050,abstract,scierc_entity_relation,processed_data/json/train.json,"This paper presents an unsupervised learning approach to building a non-English -LRB- Arabic -RRB- stemmer . The stemming model is based on statistical machine translation and it uses an English stemmer and a small -LRB- 10K sentences -RRB- parallel corpus as its sole training resources . No parallel text is needed after the training phase . Monolingual , unannotated text can be used to further improve the stemmer by allowing it to adapt to a desired domain or genre . Examples and results will be given for Arabic , but the approach is applicable to any language that needs affix removal . Our resource-frugal approach results in 87.5 % agreement with a state of the art , proprietary Arabic stemmer built using rules , affix lists , and human annotated text , in addition to an unsupervised component . Task-based evaluation using Arabic information retrieval indicates an improvement of 22-38 % in average precision over unstemmed text , and 96 % of the performance of the proprietary stemmer above .",1007,170,7,26,18,1,NER:Generic|NER:Material|NER:Method|NER:Metric|NER:OtherScientificTerm|NER:Task|REL:COMPARE|REL:CONJUNCTION|REL:EVALUATE-FOR|REL:USED-FOR,b1bd170d6a3c197c685ec6989aa37b339e3474b525bbbdc218666c2d96257818,1,long,
SciERC,train,INTERSPEECH_2007_31_abs,abstract,scierc_entity_relation,processed_data/json/train.json,"The paper assesses the capability of an HMM-based TTS system to produce German speech . The results are discussed in qualitative terms , and compared over three different choices of context features . In addition , the system is adapted to a small set of football announcements , in an exploratory attempt to synthe-sise expressive speech . We conclude that the HMMs are able to produce highly intelligible neutral German speech , with a stable quality , and that the expressivity is partially captured in spite of the small size of the football dataset .",555,95,4,9,4,1,NER:Generic|NER:Material|NER:Method|NER:OtherScientificTerm|REL:USED-FOR,0c9eb9a89ae9ae2ffaa6d7bd84692b9b56f25d3df39593f064245612ac99f8ea,1,short,
SciERC,train,E93-1025,abstract,scierc_entity_relation,processed_data/json/train.json,"We give an analysis of ellipsis resolution in terms of a straightforward discourse copying algorithm that correctly predicts a wide range of phenomena . The treatment does not suffer from problems inherent in identity-of-relations analyses . Furthermore , in contrast to the approach of Dalrymple et al. -LSB- 1991 -RSB- , the treatment directly encodes the intuitive distinction between full NPs and the referential elements that corefer with them through what we term role linking . The correct predictions for several problematic examples of ellipsis naturally result . Finally , the analysis extends directly to other discourse copying phenomena .",651,100,5,11,2,1,NER:Generic|NER:Method|NER:OtherScientificTerm|NER:Task|REL:CONJUNCTION|REL:USED-FOR,14db057fba3ad49c646ca73d6968cb5bcdd41b0147f2a900581b006af1d97630,1,short,
SciERC,train,C86-1105,abstract,scierc_entity_relation,processed_data/json/train.json,"How to obtain hierarchical relations -LRB- e.g. superordinate - hyponym relation , synonym relation -RRB- is one of the most important problems for thesaurus construction . A pilot system for extracting these relations automatically from an ordinary Japanese language dictionary -LRB- Shinmeikai Kokugojiten , published by Sansei-do , in machine readable form -RRB- is given . The features of the definition sentences in the dictionary , the mechanical extraction of the hierarchical relations and the estimation of the results are discussed .",543,82,3,10,7,1,NER:Generic|NER:Material|NER:OtherScientificTerm|NER:Task|REL:CONJUNCTION|REL:HYPONYM-OF|REL:PART-OF|REL:USED-FOR,a68b1b52388739e3fc2a760a7d783b54f9cd437e64512a83669a3ac0d0becf1e,1,short,
SciERC,train,ICCV_2005_47_abs,abstract,scierc_entity_relation,processed_data/json/train.json,"Face images of non-frontal views under poor illumination with low resolution reduce dramatically face recognition accuracy . This is evident most compellingly by the very low recognition rate of all existing face recognition systems when applied to live CCTV camera input . In this paper , we present a Bayesian framework to perform multi-modal -LRB- such as variations in viewpoint and illumination -RRB- face image super-resolution for recognition in tensor space . Given a single modal low-resolution face image , we benefit from the multiple factor interactions of training tensor , and super-resolve its high-resolution reconstructions across different modalities for face recognition . Instead of performing pixel-domain super-resolution and recognition independently as two separate sequential processes , we integrate the tasks of super-resolution and recognition by directly computing a maximum likelihood identity parameter vector in high-resolution tensor space for recognition . We show results from multi-modal super-resolution and face recognition experiments across different imaging modalities , using low-resolution images as testing inputs and demonstrate improved recognition rates over standard tensorface and eigenface representations .",1257,174,6,27,20,1,NER:Material|NER:Method|NER:Metric|NER:OtherScientificTerm|NER:Task|REL:CONJUNCTION|REL:EVALUATE-FOR|REL:FEATURE-OF|REL:HYPONYM-OF|REL:USED-FOR,ee4d082803b4ef1a8545a0401c187b0ade2d1bb473288afe35f4f4ac5245c1f2,1,long,
SciERC,train,N03-2036,abstract,scierc_entity_relation,processed_data/json/train.json,"In this paper , we describe a phrase-based unigram model for statistical machine translation that uses a much simpler set of model parameters than similar phrase-based models . The units of translation are blocks - pairs of phrases . During decoding , we use a block unigram model and a word-based trigram language model . During training , the blocks are learned from source interval projections using an underlying word alignment . We show experimental results on block selection criteria based on unigram counts and phrase length .",534,88,5,15,11,1,NER:Method|NER:Metric|NER:OtherScientificTerm|NER:Task|REL:COMPARE|REL:CONJUNCTION|REL:USED-FOR,ce3b9e00287ad4f3ce10489cd41f93a65fd94761c6d73a0e63f49b96ced404e7,1,short,
SciERC,train,NIPS_2001_10_abs,abstract,scierc_entity_relation,processed_data/json/train.json,"This paper develops a new approach for extremely fast detection in domains where the distribution of positive and negative examples is highly skewed -LRB- e.g. face detection or database retrieval -RRB- . In such domains a cascade of simple classifiers each trained to achieve high detection rates and modest false positive rates can yield a final detector with many desirable features : including high detection rates , very low false positive rates , and fast performance . Achieving extremely high detection rates , rather than low error , is not a task typically addressed by machine learning algorithms . We propose a new variant of AdaBoost as a mechanism for training the simple classifiers used in the cascade . Experimental results in the domain of face detection show the training algorithm yields significant improvements in performance over conventional AdaBoost . The final face detection system can process 15 frames per second , achieves over 90 % detection , and a false positive rate of 1 in a 1,000,000 .",1022,169,6,27,14,1,NER:Generic|NER:Material|NER:Method|NER:Metric|NER:OtherScientificTerm|NER:Task|REL:COMPARE|REL:CONJUNCTION|REL:EVALUATE-FOR|REL:FEATURE-OF|REL:USED-FOR,4e54c528fb0644ac380dccc2e4a529d3dabb65fc942d8e2b7ca0b30113481135,1,long,
